dateStamp,park_sv_id,play_guid,ab_total,ab_count,pitcher_id,batter_id,ab_id,des,type,id,sz_top,sz_bot,pfx_xDataFile,pfx_zDataFile,mlbam_pitch_name,zone_location,pitch_con,stand,strikes,balls,p_throws,gid,pdes,spin,norm_ht,inning,pitcher_team,tstart,vystart,ftime,pfx_x,pfx_z,uncorrected_pfx_x,uncorrected_pfx_z,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,start_speed,px,pz,pxold,pzold,tm_spin,sb
2007-05-16,070516_232405cha,,4,2,121250,346874,77,Strikeout,S,605,2.898,1.543,1.191,9.222,FA,18,1.22673,R,0,1,R,gid_2007_05_16_nyamlb_chamlb_2/,Swinging Strike,172.717,-0.0878229,9,nya,0.11057677915313974,-133.3717044886207,0.3035400169422254,1.8237506710638556,9.429438091936598,1.191,9.222,-2.324000001907349,55,5.9250001640319825,6.342000064849853,-137.93299645996095,-6.075000171661377,3.2989999294281005,41.24999847412109,-15.121999778747558,94.24,0.5851847218179957,2.1126181425745143,0.601,2.161,0,10
2007-05-16,070516_232422cha,,4,3,121250,346874,77,Strikeout,S,606,2.898,1.543,2.572,8.409,FA,8,0.974482,R,1,1,R,gid_2007_05_16_nyamlb_chamlb_2/,Swinging Strike,163.109,0.859779,9,nya,0.11083269299293029,-133.12324983764196,0.303682066890599,3.202160029946228,8.618220905761392,2.572,8.409,-2.116999984741211,55,5.972000095367432,5.369999942779541,-137.5550057373047,-4.324000005722046,5.78700008392334,39.98599853515625,-16.60399917602539,93.91,0.6060912178775937,2.7531989391530183,0.621,2.803,0,11
2007-05-16,070516_232439cha,,4,4,121250,346874,77,Strikeout,S,607,2.898,1.543,2.371,5.938,FA,2,1.29656,R,2,1,R,gid_2007_05_16_nyamlb_chamlb_2/,Swinging Strike,158.397,2.34613,9,nya,0.1095625039072515,-134.53130365899773,0.3014520682293946,2.9928230131653293,6.149217776612191,2.371,5.938,-2.318999887466431,55,5.817999813079834,4.762000141143798,-139.28500146484376,-0.7100000131130219,5.489000225067139,43.38799896240234,-20.901000061035155,95.02,0.10186888001984562,3.7607708905700066,0.116,3.81,0,12
2007-05-16,070516_232512cha,,5,1,121250,150229,78,Ground Out,B,611,3.26,1.64,1.04,9.027,FA,14,0.976931,L,0,0,R,gid_2007_05_16_nyamlb_chamlb_2/,Ball,173.498,0.577778,9,nya,0.11035610394992965,-133.9672166908406,0.29990828268154585,1.6584054929136935,9.229434245267058,1.04,9.027,-2.2859998950958254,55,5.919000122070313,8.514000473022461,-137.88000268554688,-4.3400000381469725,3.0729999780654906,35.455999755859374,-15.076999702453612,94.23,1.4655837327696175,2.869624439429794,1.482,2.918,0,00
2007-05-16,070516_232530cha,,5,2,121250,150229,78,Ground Out,B,612,3.26,1.64,1.159,5.772,FC,9,0.8908,L,0,1,R,gid_2007_05_16_nyamlb_chamlb_2/,Ball,168.766,1.1321,9,nya,0.11070459596662174,-133.28446065453474,0.30326392169052696,1.790636566484355,5.986629984324554,1.159,5.772,-2.254000068664551,55,5.702000114440918,8.544000205993653,-137.70699853515626,-1.3439999866485595,3.2450000286102294,39.94899978637695,-21.330000915527343,94.08,1.5609675514335886,3.3179940000190107,1.577,3.367,0,10
2007-05-16,070516_232548cha,,5,3,121250,150229,78,Ground Out,B,613,3.452,1.74,1.767,12.256,FA,17,1.17067,L,0,2,R,gid_2007_05_16_nyamlb_chamlb_2/,Ball,171.865,-0.446262,9,nya,0.11072223531833524,-133.470292440512,0.30139547204415224,2.389435103206809,12.453513496379188,1.767,12.256,-2.3520001182556154,55,5.993999931335449,4.4369998550415035,-137.47799462890626,-7.36799991607666,4.383999967575074,36.19600143432617,-9.329999961853026,93.92,-0.1511594121140965,2.16523891084316,-0.137,2.214,0,20
2007-05-16,070516_232605cha,,5,4,121250,150229,78,Ground Out,S,614,3.452,1.74,1.519,11.41,FA,17,1.18943,L,0,3,R,gid_2007_05_16_nyamlb_chamlb_2/,Called Strike,172.484,-0.703271,9,nya,0.11079183046719772,-133.29408122833476,0.30243570582094964,2.1469218297374004,11.610500429807011,1.519,11.41,-2.241000057220459,55,5.958000156402588,4.551000175476074,-137.48400659179688,-7.432999973297119,3.9120000839233398,37.817999267578124,-11.022999801635741,93.93,-0.026417645325889638,1.9453855122547874,-0.012,1.994,0,30
2007-05-16,070516_232624cha,,5,5,121250,150229,78,Ground Out,X,615,3.452,1.74,1.387,8.389,FA,13,1.22391,L,1,3,R,gid_2007_05_16_nyamlb_chamlb_2/,"In play, out(s)",170.697,0.274533,9,nya,0.10949356412682779,-135.0337068188622,0.29746496735957406,1.9941070994314714,8.588570612134102,1.387,8.389,-2.2789999256134035,55,5.842999908447266,5.915999946594238,-138.95499963378907,-4.262999897003174,3.755999946594238,35.81299819946289,-16.001999893188476,94.87,0.4395722021712706,2.7830770302530126,0.455,2.831,0,31
2007-06-05,070605_201359cha,,4,1,121250,113679,83,Sac Fly,B,665,3.88,1.785,0.171,9.844,FA,24,1.25664,R,0,0,R,gid_2007_06_05_nyamlb_chamlb_1/,Ball,179.057,-1.47828,9,nya,0.10923758175475834,-135.3657619116667,0.2966314212884281,0.7771294456079537,10.03932979357721,0.171,9.844,-2.318999887466431,55,5.823999855041504,7.1869998550415035,-139.26499719238282,-8.626000289916993,1.4719999969005584,35.69499816894531,-13.163000144958495,95.26,0.719200803424279,1.238842844942802,0.734,1.284,0,00
2007-06-05,070605_201421cha,,4,2,121250,113679,83,Sac Fly,S,666,3.88,1.785,-0.276,8.159,FA,6,1.36683,R,0,1,R,gid_2007_06_05_nyamlb_chamlb_1/,Swinging Strike,181.881,0.885442,9,nya,0.10903039618707548,-135.50162882856552,0.29714360043096183,0.33428229606696325,8.359176059894354,-0.276,8.159,-2.317000032424927,55,5.79799983215332,4.863999900817871,-139.65099877929688,-1.8059999990463256,0.631000006198883,38.05700149536133,-16.40000061035156,95.28,-0.2893331524386528,3.7116582829633833,-0.276,3.76,0,10
2007-06-05,070605_201444cha,,4,3,121250,113679,83,Sac Fly,S,667,3.88,1.785,0.091,7.024,FA,18,1.24944,R,1,1,R,gid_2007_06_05_nyamlb_chamlb_1/,Swinging Strike,179.309,-0.484487,9,nya,0.10915032361052,-135.40630937913576,0.29699335371644187,0.6991132453735411,7.226640318487295,0.091,7.024,-2.321999908447266,55,5.707000228881836,6.453000125885009,-139.443998046875,-4.680000190734863,1.3210000038146972,36.99199905395508,-18.523999252319335,95.23,0.40777781667505864,2.2784887137189873,0.423,2.325,0,11
2007-06-05,070605_201509cha,,4,4,121250,113679,83,Sac Fly,X,668,3.88,1.785,-0.135,9.844,FA,12,1.38008,R,2,1,R,gid_2007_06_05_nyamlb_chamlb_1/,"In play, run(s)",180.734,-0.106444,9,nya,0.10810000050914022,-136.6278095801311,0.2949596660560617,0.46615245461965127,10.036110902070076,-0.135,9.844,-2.3999999771118166,55,5.927999946594238,6.228000221252441,-140.89300317382813,-5.4609998512268065,0.8930000007152556,39.455999755859374,-12.953000106811523,96.23,0.18277523905886284,2.674766271412021,0.198,2.721,0,12
2007-06-05,070605_201603cha,,6,1,121250,150229,84,Ground Out,B,675,3.58,1.74,0.49,10.356,FA,19,1.30537,L,0,0,R,gid_2007_06_05_nyamlb_chamlb_1/,Ball,177.344,-0.588043,9,nya,0.10905558972680449,-135.50906343169004,0.2968675377895558,1.097222676969328,10.550258517475637,0.49,10.356,-2.258000017166138,55,5.836999866485596,8.021000442504883,-139.57999963378907,-6.794000034332275,2.075000011920929,37.329000854492186,-12.227000274658202,95.44,1.1688384198942794,2.071846283816671,1.184,2.119,0,00
