dateStamp,park_sv_id,play_guid,ab_total,ab_count,pitcher_id,batter_id,ab_id,des,type,id,sz_top,sz_bot,pfx_xDataFile,pfx_zDataFile,mlbam_pitch_name,zone_location,pitch_con,stand,strikes,balls,p_throws,gid,pdes,spin,norm_ht,inning,pitcher_team,tstart,vystart,ftime,pfx_x,pfx_z,uncorrected_pfx_x,uncorrected_pfx_z,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,start_speed,px,pz,pxold,pzold,tm_spin,sb
2007-04-06,070406_200638sdn,,6,3,118120,444865,32,Strikeout,S,225,4.167,1.884,-9.513,6.328,FA,8,0.75,R,1,1,R,gid_2007_04_06_colmlb_sdnmlb_1/,Swinging Strike,236.142,0.337714,5,sdn,0.12191220078871084,-121.1197374222665,0.3329685349590217,-8.634403152686607,6.380012076503818,-9.513,6.328,-2.93099991607666,55,5.429999885559082,9.89099991607666,-124.95899633789062,0.5859999947547913,-12.979999679565429,31.491999084472656,-22.588000686645508,85.47,0.22532544500334994,3.3596743476207656,0.361,3.411,0,11
2007-04-06,070406_200656sdn,,6,4,118120,444865,32,Strikeout,B,226,4.167,1.884,-11.114,1.752,FA,18,0.837518,R,2,1,R,gid_2007_04_06_colmlb_sdnmlb_1/,Ball,260.785,-0.979851,5,sdn,0.12185400836774173,-121.09125069719434,0.3337831585017316,-10.198135757982742,1.8971092284028677,-11.114,1.752,-2.887999933242798,55,5.483999786376953,11.059999588012696,-125.10500006103516,-1.2309999771118165,-15.256000656127929,32.939001495361325,-29.34100094604492,85.64,0.5677217585493213,1.8774820542855504,0.705,1.907,0,12
2007-04-06,070406_200710sdn,,6,5,118120,444865,32,Strikeout,S,227,4.167,1.884,-9.497,4.501,FA,12,0.75,R,2,2,R,gid_2007_04_06_colmlb_sdnmlb_1/,Foul,244.381,-0.297416,5,sdn,0.12289401880738064,-120.12277311217342,0.3359852786420471,-8.603953478227345,4.591530175769788,-9.497,4.501,-2.9299999885559083,55,5.39400011062622,8.739999893188477,-123.99000219726562,-0.16699999642372132,-12.703000205993652,31.46800082397461,-25.399999053955078,84.75,-0.25684054308262305,2.6431616798908193,-0.126,2.686,0,22
2007-04-06,070406_200728sdn,,6,6,118120,444865,32,Strikeout,S,228,4.167,1.884,-4.812,2.94,SL,23,0.670781,R,2,2,R,gid_2007_04_06_colmlb_sdnmlb_1/,Swinging Strike,238.077,-1.63688,5,sdn,0.1286294169573724,-114.82014112980085,0.3509970155852894,-3.946553636567274,3.0772621124852444,-4.812,2.94,-3.0940000228881837,55,5.421999988555908,8.661000373840333,-118.40800146484375,-2.225000054359436,-5.338999885559082,27.893000061035156,-28.01600018310547,80.96,0.4459295175707936,1.1324592969405578,0.591,1.157,0,22
2007-04-06,070406_200759sdn,,5,1,118120,430838,33,Strikeout,S,232,3.687,1.526,-5.245,3.67,FA,12,0.518736,R,0,0,R,gid_2007_04_06_colmlb_sdnmlb_1/,Foul,234.595,-0.260528,5,sdn,0.12877343982689765,-114.652296286898,0.3518836579507602,-4.366215192468135,3.7919281104622176,-5.245,3.67,-3.018999975204468,55,5.5029998397827145,7.8239995269775395,-118.31499914550781,-0.17999999296665192,-5.876999992370606,28.442999298095703,-27.075000198364258,80.85,0.06275969150067973,2.288938082348387,0.203,2.325,0,00
2007-04-06,070406_200834sdn,,5,2,118120,430838,33,Strikeout,B,233,3.687,1.526,-9.286,3.501,FA,2,0.563375,R,1,0,R,gid_2007_04_06_colmlb_sdnmlb_1/,Ball,249.064,0.809348,5,sdn,0.1205486676995239,-122.46914275395429,0.32947075199843484,-8.427897625580668,3.6075826733918555,-9.286,3.501,-2.8640000038146973,55,5.455999908447265,9.121000411987305,-126.39300207519531,1.5010000162124633,-12.939999717712402,32.55000155639648,-26.640000732421875,86.41,-0.06967058331586773,3.4339774662276326,0.064,3.481,0,01
2007-04-06,070406_200847sdn,,5,3,118120,430838,33,Strikeout,S,234,3.687,1.526,-10.716,1.754,FA,18,0.801274,R,1,1,R,gid_2007_04_06_colmlb_sdnmlb_1/,Foul Bunt,260.445,-0.733457,5,sdn,0.12054618509925978,-122.4152698619599,0.3300867570018969,-9.825766890077412,1.8952026249701375,-10.716,1.754,-2.8649999313354493,55,5.40499979019165,10.029999855041504,-126.45200018310547,-1.4369999475479127,-15.030000823974609,33.487001831054684,-29.280000122070312,86.49,0.1287671653669118,1.7845385492754846,0.262,1.814,0,11
2007-04-06,070406_200926sdn,,5,4,118120,430838,33,Strikeout,S,235,3.687,1.526,-8.766,3.406,FA,7,0.495751,R,2,1,R,gid_2007_04_06_colmlb_sdnmlb_1/,Foul,248.477,0.336418,5,sdn,0.12097279624745477,-122.11163573393584,0.32983672921879553,-7.917248407590839,3.5144257423177394,-8.766,3.406,-2.7440001182556153,55,5.545000133514404,8.946999671936036,-125.87800268554687,0.23499998378753661,-12.128999847412109,31.133999282836914,-26.79499951171875,86.04,0.05689854976434994,2.928212129704318,0.191,2.97,0,12
2007-04-06,070406_201002sdn,,5,5,118120,430838,33,Strikeout,S,236,3.687,1.526,-8.356,2.176,FA,14,0.748445,R,2,1,R,gid_2007_04_06_colmlb_sdnmlb_1/,Called Strike,255.072,-0.235539,5,sdn,0.12215420492460378,-120.76821585494567,0.33489584380020354,-7.491071939869908,2.3135376260228964,-8.356,2.176,-2.762999933242798,55,5.486000118255615,10.241000297546387,-124.8230023803711,-0.3640000007748604,-11.132000106811523,33.19399874877929,-28.741000564575195,85.39,0.7549259133725603,2.317752918070365,0.897,2.352,0,12
2007-04-06,070406_202030sdn,,4,1,118120,430565,38,Single,S,271,3.453,1.402,-8.816,5.793,FA,7,0.75,L,0,0,R,gid_2007_04_06_colmlb_sdnmlb_1/,Called Strike,236.436,0.536811,6,sdn,0.12389624181313103,-119.08509713188005,0.33949635171956516,-7.9195919495783,5.86016664500491,-8.816,5.793,-2.896999996185303,55,5.479000148773193,8.64200032043457,-123.05299810791016,-0.006000012874603278,-11.451999801635742,32.02599948120117,-23.70499935913086,84.11,-0.12193072268518379,2.931134435124471,0.011,2.978,0,00
2007-04-06,070406_202047sdn,,4,2,118120,430565,38,Single,B,272,3.539,1.402,-6.428,5.26,SL,23,0.458621,L,1,0,R,gid_2007_04_06_colmlb_sdnmlb_1/,Ball,230.377,-1.40431,6,sdn,0.13018952584462515,-113.20228462055108,0.3583910472822286,-5.490987209339961,5.352266970694346,-6.428,5.26,-3.1149999313354493,55,5.362999973297119,9.01599991607666,-117.23099951171875,-2.878999979019165,-7.125000137329102,30.945000106811523,-25.234000595092773,80.19,0.439616536988626,0.944609697104815,0.582,0.97,0,01
